Time [s],Angular Velocity [rad/s]
0.0020560380761523046,6.565374395556877
0.004112076152304609,41.2763753593185
0.006168114228456914,77.12285631591973
0.008224152304609218,124.25827170704265
0.010280190380761523,155.4526785714272
0.012336228456913827,183.51579301323383
0.014392266533066132,200.45045613913885
0.016448304609218437,225.70679205023188
0.01850434268537074,240.92547758978077
0.020560380761523046,245.88280349393145
0.022616418837675352,276.34519835550947
0.024672456913827655,302.0687225999308
0.026728494989979958,307.9168862335355
0.028784533066132264,294.3291642967885
0.03084057114228457,304.98885928379616
0.03289660921843687,315.73067840111406
0.034952647294589176,334.04928546766183
0.03700868537074148,325.1560947758417
0.03906472344689379,334.00286659792005
0.04112076152304609,332.0348413886059
0.043176799599198394,365.41208088749823
0.045232837675350704,360.7634201487826
0.04728887575150301,346.76551194844916
0.04934491382765531,337.5978666999012
0.05140095190380761,347.1813553707697
0.053456989979959915,362.5208687423057
0.055513028056112225,363.1031794273798
0.05756906613226453,366.57107895763494
0.05962510420841683,355.60635988187045
0.06168114228456914,373.4642857142707
0.06373718036072144,371.0749925712092
0.06579321843687375,355.9800860463394
0.06784925651302605,357.10372739188114
0.06990529458917835,378.2817853782068
0.07196133266533065,372.7070775192931
0.07401737074148296,363.1827322566559
0.07607340881763527,361.77715909809785
0.07812944689378758,373.0301413232746
0.08018548496993988,380.17627033033176
0.08224152304609218,365.2960525805645
0.08429756112224449,364.98210135483924
0.08635359919839679,362.92153320437455
0.08840963727454909,373.34174652844337
0.09046567535070141,368.0668398503965
0.09252171342685371,374.3126802004006
0.09457775150300601,373.32608766098286
0.09663378957915832,379.8234626830642
0.09868982765531062,369.16516846872815
0.10074586573146292,353.77239452310164
0.10280190380761522,363.02798728788747
0.10485794188376753,379.1905708475321
0.10691397995991983,377.08219030119113
0.10897001803607215,373.31095253924065
0.11102605611222445,369.316717617366
0.11308209418837675,379.8354369305828
0.11513813226452906,378.90974786210074
0.11719417034068136,368.22169107780644
0.11925020841683366,358.1316373290536
0.12130624649298596,369.8263580249606
0.12336228456913828,375.0476836948388
0.12541832264529057,374.3600880656095
0.1274743607214429,364.8878171103833
0.12953039879759518,377.8641504709858
0.1315864368737475,382.459390380571
0.1336424749498998,371.3675357912792
0.1356985130260521,353.490163117834
0.13775455110220441,374.24232122233065
0.1398105891783567,386.4669147572964
0.14186662725450902,364.60731110891584
0.1439226653306613,360.7437947981237
0.14597870340681363,378.16955490826865
0.14803474148296591,387.3951068144331
0.15009077955911823,373.6628010907812
0.15214681763527055,353.3563931497038
0.15420285571142284,371.5614799851393
0.15625889378757515,385.72950686989094
0.15831493186372744,363.95755416494455
0.16037096993987976,361.321696456223
0.16242700801603205,379.7359690804509
0.16448304609218437,389.81937007362393
0.16653908416833668,367.6138893129045
0.16859512224448897,358.4796120376707
0.1706511603206413,373.5171724446926
0.17270719839679358,372.5502744389347
0.1747632364729459,367.4576769409909
0.17681927454909818,367.89989756890037
0.1788753126252505,381.3200284042185
0.18093135070140282,381.12071505962206
0.1829873887775551,371.85307859420215
0.18504342685370742,363.19551272671663
0.1870994649298597,370.6072286937741
0.18915550300601203,371.6300862019456
0.19121154108216432,370.8867022875687
0.19326757915831663,369.57088883787685
0.19532361723446892,378.3771820380154
0.19737965531062124,378.9477102282653
0.19943569338677355,373.90197014379925
0.20149173146292584,366.18571164325124
0.20354776953907816,368.846761833741
0.20560380761523045,373.6781808664226
0.20765984569138277,374.02701963266094
0.20971588376753506,362.7583163814314
0.21177192184368737,371.1641851491854
0.21382795991983966,388.2346762611029
0.21588399799599198,375.80390561160664
0.2179400360721443,367.6878801210113
0.21999607414829658,364.8443199617055
0.2220521122244489,367.5270057726545
0.2241081503006012,371.68929777834984
0.2261641883767535,371.827569909851
0.2282202264529058,372.6201272229015
0.2302762645290581,376.6663093510173
0.23233230260521043,379.5269058820135
0.23438834068136272,372.3646505568986
0.23644437875751503,365.2687462967074
0.23850041683366732,365.9304691461355
0.24055645490981964,373.8768362149112
0.24261249298597193,367.4135162860707
0.24466853106212424,372.0597920380827
0.24672456913827656,381.28319007506565
0.24878060721442885,379.83493433191813
0.25083664529058114,375.8180838389321
0.2528926833667335,364.0640929611205
0.2549487214428858,362.4410301367664
0.25700475951903806,371.9891336428651
0.25906079759519035,376.3703747740733
0.2611168356713427,369.7901371443231
0.263172873747495,369.67830974972946
0.2652289118236473,381.0850735702981
0.2672849498997996,382.14506561328744
0.2693409879759519,363.66778722266906
0.2713970260521042,360.02272920058937
0.2734530641282565,372.242039615298
0.27550910220440883,381.3227202865202
0.2775651402805611,370.8319429287238
0.2796211783567134,368.040737348369
0.28167721643286575,383.6773699121332
0.28373325450901804,377.8723067123259
0.28578929258517033,361.5369642080946
0.2878453306613226,368.6920026652928
0.28990136873747496,372.19566537164206
